"story","gender" 
"תחביבים רבים יש לי, אך אפייה לא הייתה אחת מהם עקב קיומם של חששות רבים מאז היותי ילדה. מאין בטחון עצמי נמוך הקובע שאינני יכולה לגעת בתחום האוכל, כי הוא בוודאי יצא לא טעים ואף מגעיל. עם המעבר לדירה החדשה אשתקד, החלטתי להתמודד עם הפחד. ראיתי מתכון של עוגת גבינה באינטרנט עם המון ביקורות. הדפסתי, לקחתי לסופר וקניתי את כל המצרכים לעוגה – גם את סיר הג'חנון הנדרש למשימה. השתדלתי מאוד להצמד להוראות ולא להחסיר דבר – מנייר האלומיניום שעוטף את הסיר, מים רותחים הממלאים את תבנית התנור מעל לחצי ושימון הסיר בכל הדפנות מבלי לפספס מילמטר. הרחקתי לכת וקניתי מיקסר שעלותו מאות שקלים, העיקר שיצא מושלם. במשך שעתיים עמלתי על העוגה, הכנסתי לתנור והמתנתי. בהוראות נכתב כי אסור לפתוח את דלת התנור כשעה לפחות מתום האפייה שכן העוגה צריכה לנוח ולהתייצב בהדרגה. חשבתי לעצמי  שלא יקרה דבר אם אציץ שניה פנימה, וכך עשיתי. סגרתי מהר את דלת התנור והמתנתי שעה. בתום השעה, הוצאתי את העוגה ומהתנור והפלא ופלא – העוגה מכוערת למדי. מעבר לזה, היא רכה ולא אפויה מספיק. התבאסתי, אך לא נתתי לזה להוריד לי את המוטיבציה לאפות. כשבועיים לאחר מכן, החלטתי לאפות עוגיות אלפחורס. יצאתי לסופר ורכשתי מוצרים כבמתכון. מדובר בכמות של 40 עוגיות, ולכן יש כמה סבבי אפייה. נצמדתי למתכון במדויק עד כמה שיכולתי, ועדיין הרגיש כמו במלחמה עם הבצק הדביק אך נלחמתי עד הסוף. הכנסתי את הסבב הראשון לתנור, הוצאתי אחרי 10 דק' – והעוגיות נראות כהות מדי. הן אמורות להיות לבנות לחלוטין. אמרתי לעצמי – בסבב הבא אוציא אותן אחרי 8 דקות, וכך עשיתי. הפעם, הן נשרפו קצת פחות. רק אחרי הנסיון הזה הבנתי שהתנור על מצב טורבו. אינני מבינה גדולה בתנורים, ולכן הנושא היה לי חדש לחלוטין. בסבב השלישי, הצלחתי להוציא עוגיות לבנות אך לא מושלמות מבחינת הצורה. את העוגיות מילאתי בריבת חלב, ומיד המשכתי לסבב הרביעי, רק שהפעם העוגיות קורצו בצורה מדוייקת ע""י כלי עגול שחתך את הבצק. הפעם, הן נראו יותר טוב מתמיד. מאז התאמנתי כמספר חודשים על מתכונים רבים ושונים. נכשלתי לא מעט ובזבזתי המון זמן וכסף, אבל לא התייאשתי. ראיתי בפייסבוק פרסומים רבים על מכירת עוגות בעיצוב מרהיב, וכל הזמן תהיתי לעצמי איך אפשר להגיע לרמה כזו. שמתי לנגד עיניי לייצר העתק מדויק של עוגת הגבינה המושלמת שאחת מן הקונדטוריות פרסמה בעמוד הפייסבוק שלה. עוגה גבוהה, ישרה, מרשימה ומהתבוננות בתגובות – גם טעימה. גולשים רבים ביקשו את המתכון, אך נענו בסירוב. היא, כמובן, לא רצתה לחשוף את הסוד שלה שכן מדובר בפרנסה שלה. החלטתי שאני אמצא את המתכון המושלם בעצמי, ויצאתי לדרך. לפני כחודש נסיתי לאפות עוגת גבינה ממתכון אחר, מתכון יפני מהיוטיוב. תרגמתי את המצרכים היפנים למצרכים ישראלים, ומסתבר שהתרגום לא תקין כי העוגה הייתה כשלון חרוץ.  בשבוע לאחר מכן, נסיתי מתכון ישראלי מפורסם אחר, אך גם הפעם העוגה לא הייתה מושלמת שכן היו בה סדקים רבים. כשבוע נוסף לאחר מכן, היה לאבי יום הולדת וידעתי כי העוגה האהובה עליו היא עוגת גבינה. אסור היה לי להכשל הפעם. חקרתי באינטרנט את הסיבה להיווצרות סדקים והבנתי שכנראה בתהליך הקצפת החלבונים. עשיתי עוד טיפה מחקר ברשת אודות טעויות נפוצות, הפנמתי ויישמתי במתכון שאוחד משני מתכונים. למרבה ההפתעה, הצלחתי במשימה. יצאה לי עוגה יפה, גבוהה, ישרה וטעימה.","f"
"אני במקור מראשון לציון, בקיץ האחרון עברתי לגור בתל אביב למרות שמקום העבודה שלי בראשון. בגלל שלא היה לי איך להתנייד נאלצתי לקנות לי קורקינט כדיי להגיע לעבודה כל יום מתל אביב לראשון. ההורים שלי הפתיעו אותי וקנו לי את הקורקינט הכי טוב בסכום גבוה שעומד על 4 אלף שקל ואז בחודש הראשון מאז שקיבלתי אותו נסעתי עליו ופעמים עשיתי אתו תאונה. עקב התאונות היו לי המון פציעות וסימנים כחולים והתלבטתי אם להמשיך לנסוע עליו. בערך בספטמבר התחיל שוב פעם סגר אז אמרתי לעצמי שלא אסע בקורקינט אחרי שנפלתי ממנו כמה פעמים ועדיף שאסע באוטובוס. כל הסגר האוטובוסים היו ריקים והגעתי במהירות לעבודה אז באמת היה עדיף לי לנסוע בתחבורה ציבורית. לאחר שנגמר הסגר התחיל עומס רב באוטובוסים וגם לקח לי המון זמן לנסוע מתל אביב לראשון וחזרה בגלל פקקים ואיחורים של האוטובוס, איחרתי המון לעבודה ולא יכולתי לאפשר לעצמי להמשיך לאחר שמא לא אפסיד את מקוד העבודה שלי אז בתור מוצא אחרון אמרתי לעצמי שאחרי חודשיים שלא נסעתי על הקורקינט שלי וחשבתי אפילו למכור אותו, אולי אנסה לתת עוד צ'אנס לקורקינט ולנסוע עליו למרות שחששתי לנסוע עליו שוב. באותו יום שנסעתי עליו מתל אביב לעבודה, היה גשום וכל הכביש היה רטוב והחלקתי ממנו למזלי לא קרה לי כלום אבל הטלפון שלי נפל ונשבר, אפילו לא שמתי לב שנפל לי הטלפון כשבדיוק באתי לנסוע שוב עם הקורקינט מישהו צעק לעברי שהטלפון שלי נפל. כשחזרתי הביתה מהעבודה לכיוון תל אביב נסעתי בדרך חזור בכביש ואז עברה חתולה בגלל שנסעתי במהירות והבחנתי בה מאוחר מידיי לא יכולתי לעצור בזמן ואז סטיתי מהכביש, הגלגל הקדמי שלי נתקע במדרכה ונפלתי שוב מהקורקינט. היו לי המון שפשופים וחבלות מהנפילה הזו. לאחר מכן המשכתי את הנסיעה וחזרתי הביתה. יום למחרת קמתי והצוואר והגב שלי ממש כאבו הלכתי לעשות צילום ולא מצאו כלום אך עדיין התלוננתי שממש יש לי כאבים חזקים בגב שמונעים ממני לזוז. נתנו לי זריקת וולטרן וכדורים רק לאחר שבועיים החלמתי לגמרי.","f"
"לפני מספר חודשים בין הסגרים שהטילה עלינו הממשלה וכמו בכל שנה בת זוגתי ואני נערכנו לימיים של קמפינג במכתש של מצפה רמון לתצפית כוכבים מרהיבה,
השנה בשונה משנים קודמות היה מאגר להעמיד מאורע שכזה שכן תמיד שמחנו להזמין חברים להצטרף אלינו, הקשיים נבעו מתוקף המציאות בא אנחנו חיים בשנה האחרונה.
אז תחילה לא מהירנו לפסול דברים והחלטנו שאנחנו מתכננים את הכל כמו בכל שנה, פותים קבוצת וואטסאפ משותפת, קובץ עריכה משותף בו אנחנו נעזרים כרשימת קניות וכמובן הצענו לחברנו להצטרף.
ההבדל הראשון שהבחנו בו הוא מספר האנשים אשר היו מעוניין להצטרף אלינו, השנה היה 2 זוג אחד בלבד, דבר זה היווה קושי רב בהיבט הלוגיסטי כי כל אחד מאיתנו היה צריך להביא יותר חפצים.
בהזמנות הכרטיסים למקום נתקלנו בבעיה נוספת, אין השכרת אוהלים ומזרנים כמו שנהוג בכל שנה, מה שדרש מאיתנו לרכוש אוהל ומזרנים מכספנו שכן מגדיל את ההוצאות ביחס למתוכנן.
אך אחאנו ידענו שאנחנו לא מוותרים על החוויה ואנחנו נתגבר על כל הקשיים, אז התארגנו על כל הציוד הנחוץ, הזמנו כרטיסים ונשאר רק לחכות לזמן להגיע, כמובן שלתאריך יש משמעות מאוד גדולה, בכדי להנות מתצפית הכוכבים צריך לילה בו עוצמת התאורה מהירח היא הנמוכה ביותר.
כשבוע לפני היציאה לקמפינג ראש הממשלה יוצא בהצהרה על סגר נוסף... הכל בטול.
התבאסנו נורא, הבנו שהשנה אנחנו לא נקיים את המסורת ובעצם נשב בבית במקום.
עברו מספר שבועות, ובינתיים הופיענו ניצנים של תקווה, ראינו בטלוויזיה שיש סיכוי שהסגר יבוטל.
אז מיד התקשרו לחברינו ותיקפנו את ההצעה מחדש.
הגיע הרגע, אין סגר, אספנו את כל הציוד, העמסנו אותו לרכב, עלינו על הרכבים, הפגשנו בנקודת ביניים ויצאנו לדרך.
הנסיעה הייתה מאוד נעימה, המזג אוויר היה יותר ממושלם, לא חם לא קר, עצרנו בדרך לאכול ארוחת בוקר, פתאום הרגיש כאילו אין מגפה עולמית שעצרה את כל העולם מלחיות את החיים כפי שהם.
עלינו חזרה לרכבים, המשכנו בנסיעה ואחרי כמעט שלוש וחצי שעות הגענו, פתחנו אוהלים, הדלקנו מנגל שמענו מוזיקה וחכינו שהשמש תשקע וכשהיא שקע נחשפו לתצפית כוכבים שלא ראיתי מיימי.","m"
"בשנה האחרונה נדבקתי וחליתי בנגיף הקורונה. עד הרגע שבו נודע לי שחליתי בקורונה חשבתי שנגיף הקורונה הוא כמו שפעת, לא כמו שדיווחו בחדשות. הייתי בטוח שבכוונה מגזימים עם כל ההנחיות סביב נגיף הקורונה. הייתי בטוח שאם חס וחלילה אדבק, אני אבריא אחרי 3-4 ימים בגלל שאני בגיל יחסית צעיר.
ברגע שנודע לי שחליתי בקורונה, כל מה שחשבתי על הקורונה או שהייתי בטוח שאני יודע התבדה.
זה התחיל עם תסמינים כמו של שפעת: חום, צמרמורות בכל הגוף, וחולשה כללית. ואז התחיל שיעול יבש שרק הלך והתגבר מיום ליום. לאחר 5 ימים שהייתי מרותק למיטה בבית, קיבלתי תשובה חיובית לקורונה.
נאלצתי לשהות בבית בבידוד בהתאם להנחיות, אך כל יום שעובר אני מרגיש יותר גרוע מהיום הקודם.
בשלב כלשהו כבר היה לי מאוד קשה לנשום, הרגשתי שאני הולך למות. הזמינו לי אמבולנס שהביא אותי במהרה לבית החולים. הייתי מאושפז ומחובר למכונת הנשמה. לאחר 3 שבועות של אשפוז, מצבי השתפר מעט אך עדיין הייתי מוגדר כחולה במצב בינוני. בשבוע החמישי מצבי מאוד השתפר והוגדרתי כחולה במצב קל. באותו זמן הועברתי למחלקת קורונה אחרת בבית החולים – מחלקה מבודדת למחלימים. עדיין היו לי תסמינים של המחלה – שיעול מידי פעם שמקשה עליי לדבר, חולשה ועייפות תמידית.
במחלקת הקורנה למחלימים נאלצתי לשהות עוד כ-3 שבועות. במשך כל התקופה הזאת הבנתי באמת מה זו המחלה הזאת שנקראת קורונה – וזה בדיוק מה שדיווחו עליה בחדשות. התקופה הזאת שעברתי הייתה מאוד לא פשוטה – כל שניה שעברה הרגישה כמו נצח. במיוחד בשבועיים האחרונים שהייתי במחלקת הבידוד שבבית החולים. היום, כ-7 חודשים אחרי שיצאתי מבית החולים, אני בריא לחלוטין מהקורונה ואני יכול להגיד שאני אדם אחר - אדם שמעריך כל רגע בחיים, אדם שמקשיב להנחיות ולא מזלזל בהן, אדם שחי כל רגע כאילו זה הרגע האחרון בחיים שלו. התקופה שעברתי נתנה לי הרבה פרופורציות וגרמה לי להבין שאנחנו כבני אדם צריכים להנות מכל רגע ורגע בחיים, לא להתעסק בתפל ובשלילי אלא רק בחיובי ובמה שעושה לנו טוב. וכמובן לא לזלזל בבריאות כי בסופו של דבר אנחנו רק בני אדם שחיינו הם לא לנצח.","m"
"בן הזוג שלי ואני מאוד אוהבים כלבים וכל החיים שלנו גדלנו שנינו עם כלבים – אצל שנינו בבתים של ההורים תמיד בין שניים לשלושה כלבים. 
אז כשעברנו לגור יחד לפני כמעט ארבע שנים רצינו מיד להביא כלב, אבל בגלל שהוא עבד במשרה מלאה ותכנן להתחיל לימודים בשנה אחרי ואני כבר נרשמתי ללימודים ועבדתי משרה מלאה החלטנו שלא להביא כלב כי לא היה לנו זמן לטפל בו. בתקופת הקורונה יצא ששנינו התחלנו להיות יותר בבית – בן הזוג שלי התחיל לעבוד חלק מהזמן בבית ושנינו למדנו מהזום בבית כמעט כל יום.
בגלל שהבאנו שיש לנו יותר זמן ושתמיד יש מישהו בבית לפחות חצי יום, אז החלטנו לאמץ כלב מקבוצת פייסבוק שמפרסמת כלבים לאומנה ולאימוץ – DOGS R US. היה לנו קשה להחליט איזה מהם לבחור (בעיקר כי אני רציתי את כולם, ובן הזוג שלי פחות).
לפני חצי שנה הבאנו לבית את ליאו, כשהוא היה גור בן מספר חודשים ולא מאולף בכלל. החוויה הראשונית של אילוף איתו בתקופת סגרים ושאי אפשר להוציא אותו לטיולים ארוכים או לטייל במקומות פתוחים הייתה קצת קשה. אבל בזכותו הכרנו שכנים נוספים בבניין בו אנחנו שוכרים שגם להם יש כלבים ואנחנו מארגנים להם קבוצות טיול בפארק כלבים הכי קרוב לבית.
הזמן בבית והשינוי בהרגלים שלנו מבחינת ימים ושעות שאנחנו בבית ממש הוסיף לנו ואפשר לנו לאמץ כלב שזה היה משהו ששנינו רצינו המון זמן, מאז שעברנו לגור יחד וגם עזר לנו להכיר קצ יותר טוב את הסביבה והשכנים שלנו (לפחות אלו שיש להם כלבים).
היום הוא כבר מאוד קשור אלינו וגם כשחזרנו לעבוד טיפה יותר לא בבית ושנינו נוסעים למשרדים לעבוד הוא לפעמים מגיע איתי לעבודה בימים שיש כלבים נוספים איתם הוא יכול לשחק ולעייף את עצמו במהלך היום. ובשאר הימים הוא נשאר בבית לבד או עם בן הזוג.
הסמסטר יצא שגם אני וגם בן הזוג שלי לומדים את אותם ימים אז חלק מהימים שנינו נמצאים איתו מוקדם בבית, והוא בדכ יושב איתנו בזמן שיעורים ואנחנו מוציאים אותו לטיולים קצרים בין שיעורים או בהפסקות ארוכות.","f"
"אני עובד בעבודה שמתעסקת בתיקון מחסנים חכמים..עבודה מעניין כי זה לא נמצא במקום אחד וככה אני הכרתי הרבה מקומות בארץ שאם לא הייתי עובד בחיים לא הייתי מגיע
אז ערב אחד בשעה סביבות 17 מתקשר עליי לקוח ומבקש ממני ממש דחוף לבוא ולתקן מוצר שאנחנו מספקים ונותנים שירות השיחה הזו היית ממש מוצרה לי כי המפעל של לקוח הזה מסים לעבוד 14 בצהיים 
בהמשך השיחה אמרתי לו שאני לא יכול להגיע כי אנחנו לא נותנים שירות כבר בשעה הזו למפעל שלו הוא בכל מצב ממש דרש שאני אבוא  שיש שם  הרבה בלאגן ולחץ אז דיברתי עם מנהל ובסופו של דבר הסכימו ואני נסעתי עליו. בדרך ללקוח עצרתי בשביל לתת טרמפ לחייל כי במזלו הוא היה צריך לאותה עיר איפה שנמצא הלקוח ..הדרך עברה לי מהר כי כל הדרך דיברתי עם  חייל והוא סיפר לי הרבה סיפורים מהצבא שהיו לו אז גם אני נזכרתי בזמן שהייתי בצבא וזה היה ממש כיף ושמח 
כשהגעתי ללקוח גיליתי שממש שקט שם  ואין כמעט אנשים..אז עוד יותר התעצבנתי כי לא הבנתי מה היה לחץ שאבוא עכשיו לשם
המנהל מחסן יצא ואמר שממש מצטער שככה קרה והוא חייב להראות לי משהו במשרד שלו..לא רציתי ללכת התחלתי לכועס מה בכלל קורה כאן ולמה אני חייב להיות כאן אבל אמר שעוד מעט אני הכל אבין וביקש שוב שאי אלך איתו...אז שנכנסנו למפעל פתאום הדלידו אור ואני ראיתי כל החברים שלי ואישתי וכולם צעקו מזל טוב ובידיים החזיקו בלונים שאני אהיה אבא..אז אני הייתי בהלם והבנתי שהכל זה הכינה אישתי בשבילי !!זה היה כל כך מרגש וספונטני !!ברגע הזה לא האמתי שזב אמיתי..וכן אשתי באה חיבקה אותי ואמרה יהיה לנו  ילד..מה הרגשתי אף אחד לא יכול להבין..היוא לי דמעות בעיינים- בחיים אני לא אשכח הערב הזה! ואמרתי גם המון תודה למנהל של מחסן שהסכים ככה לתת המקום שלו בשביל זה וגם הייתי הופתעת מאישתי אך היא ודעת תמיד לעשות כל דבר הכי מאוד בחיים שלי
אז ככה מבן אדם ממש עצבני שלא היה מבין למה הוא צריך בשעה כזו לנסוע כל כך רחוק הפחתי לבן אדם הכי מרצה בחיים","m"
"לפני שתי סמסטרים באחד מקורסי הבחירה במהלך הלימודים נגשתי למבחן במקצוע מסוים. המבחן נעשה מרחוק בבית עקב הקורונה והמבחן היה רובו מבחן של כתיבת קוד עם חומר פתוח וניתן היה להשתמש בכל חומר עזר שעומד לרשותינו (הסטודנטים). אני וחברי ללימודים הכנו קובץ עם אלגוריתמים וידועיות ותשובות משאלות של מבחנים משנים קודמות על מנת שנוכל להעזר בהם במהלך המבחן. הגיע יום המבחן והמבחן היה ברמה מאוד גבוה מבחינת קושי השאלות ובמיוחד מבחינת משך הזמן שניתן עבור כמות השאלות ורמתם ( במיוחד שלוקחים בחשבון שמשקל הציון של המבחן הוא פחות מ50 אחוז מהציון הסופי בקורס). אני זוכר שיצאתי מהמבחן מאוד מבולבל והייתה לי הרגשה שאני נכשל, לא פתרתי שאלה שלמה של 15 נק והתקשתי מאוד בשאר השאלות. חיכיתי לציונים של המבחן יותר משבועיים ופתאום לאחד שבועיים וחצי קיבלתי מכתב שאני חשוד בהעתקה במהלך המבחן עם חברי. בפרטי המכתב צוין שהמרצה שלנו החליט שהעתקנו אחד מהשני ולכן אנו עומדים לדין ויש לנו את האפשרות לערער או להודות באשמה ולקבל עסקת טיעון כלשהי. לא האמנתי שזה באמת קורה ושבמבחן עם חומ פתוח ועוד ברמה כזו המרצה טוען שהעתקנו ועלינו לעמוד לדין. אני וחברי הכנו מכתב נגדי שבו היו הוכחות שאנו השתמשנו באותו מאגר עזר במהלך המבחן ושאין לנו כל קשר להעתקה או רמאות אחרת במהלך המבחן. לא קיבלנו התייחסות למכתב ששלחנו ונשלחה אלינו הודעה על תאריך וזמן הועדה שאנו צריכים לעמוד בפניה ולהוכיח שאנחנו לא אשמים, לשכנע את יושבי הועדה שאנחנו צודקים והמרצה טועה. הגיע יום הועדה ועמדתי מול הועדה והרגשתי את הזלזול שלהם, את חוסר האמון עד לרגע ששיתפתי את המסך והוכחתי להם שהיו ברשותי וברשות חברי את אותו הקובץ של אלגוריתמים שהשתמשנו בהם ולכן הם חושבים שהעתקנו. יושבי הועדה היו מופתעים מאוד ואפילו שאלו מאיפה יש לי תשובות לשאלות ממבחנים של שנים קודמות (כאילו זה סוד מדינה). הסתיימה הועדה, ולאחר שבוע קיבלתי מכתב שאני וחברי יצאנו זכאים וקיבלנו את  הציון מהמרצה שהגיש נגדנו את התלונה, לשמחתי הציון היה דיי גבוה למרות שלא עניתי על שאלה שלמה, ככל הנראה מפאקטור שהתקבל עקב המבחן הלא הוגן.","m"
"לפני כמה חודשים תוך כדי ימי מגיפת הקורונה במסגרת ההתנדבות שלי כחובשת רפואת חירום כוננית שבעה ימים בשבוע עשרים וארבע שעות ביממה בארגון איחוד הצלה קיבלתי התראה במכשיר הקשר של הארגון שנמצא אצלי ומחובר לגל האזורי שבו אני גרה על מקרה של חוסר הכרה של אדם מבוגר באזור הבית שלי, ממש כמה רחובות ממני, מרחק נסיעה של שתי דקות. מכיוון שזה היה בשיא ההתפשטות של נגיף הקורונה התלבטתי מעט אבל מקרה כזה של חוסר הכרה זה אירוע שנחשב מקרה חריג מכיוון שהטיפול ראשוני ומהיר יכול להחזיר אדם לחיים וכך ממש להציל חיים! לכן למרות שאני מאוד חוששת מהקורונה ומאוד הקפדתי לא להיחשף לאנשים שהם לא המשפחה הגרעינית שלי החלטתי שאני מתמגנת כמו שדרוש ויוצאת אל אותו מקרה. יחד עם תקווה שבדרך יעדכנו אותי שכבר הגיעו מספיק כוננים או צוות של אמבולנס ושאין צורך בכוננים נוספים. התמגנתי עם ערכה מיגון מיוחדת שנקראת ערכת אירוסול שקיבלתי במסגרת ההתמודדות שלנו כחובשי רפואת חירום עם הקורונה ויחד עם כל הציוד שיש לי ברכב, ויצאתי. כשכבר הייתי ממש בפתח הבניין ראיתי שישנם שני רכבים של חבר'ה שלנו הכוננים ולכן לפני שירדתי מהרכב עליתי בגל האזורי בשאלה לחבר'ה שנמצאים שם בפנים האם יש צורך בעזרה באותו האירוע או שהם מסתדרים מכיוון שהם כבר שניים. התשובה שלה הייתה שהם נמצאים באמצע החייאה וצריכים עזרה עם תפעול של הציוד שקשור לטיפול אז עצרתי את הרכב במקום, ווידאתי את התמגנות שלי ונכנסתי לעזור. כשניכסתי לדירה ראיתי את המטופלת שוכבת במרכז הבית שהיה לא גדול ואת החבר'ה שלנו נלחמים על חייה. מיד הצטרפתי לעזור בתפעול של המקרה עם הציוד מסביב ולסבב העיסויים שנעשו במסגרת ההחייאה. מכשיר הדפיברילטור כבר היה מחובר אל המטופלת ונתן הנחיות בנוגע למתן שוק וקצב העיסויים. כמה דקות אחרי הגיע צוות של אמבולנס טיפול נמרץ ואיתו פרמדיק שהוסיף והועיל עם הידע וההרשאות שלו לטיפול. לאחר בערך עשרים דקות של ביצוע החייאה לשמחתי הרבה הדופק של המטופלת חזר ואיתו לחץ הדם.","f"
"לפני קצת יותר משנה, תקפה את העולם מגפה עולמית - הקורונה, אשר תקפה גם את ישראל. כשהמגיפה הגיע לפה והיו מספרים את סיפורו של כל נדבק, התפרסם מקום אחד שבו הייתה הדבקה המונית. המקום הזה הוא איצטדיון בלומפילד החדש שבו משחקות קבוצות הפועל, מכבי ובני יהודה תל אביב בכדורגל.
אני הייתי באיצטדיון באותו הזמן, ממש באותו השער שבו היה האדם המדבק, שער 8. זה היה משחק בין מכבי תל אביב להפועל פתח תקווה והאמת אני בכלל אוהד של מכבי חיפה אבל חבר הביא לי כרטיס והלכתי איתו עם רגשות מעורבים.  לאחר המשחק יצאנו והלכנו הביתה, כשלמחרת בבוקר התפרסמו הסיפורים שהיה איתנו אדם חולה בקורונה. חבר שלי דיבר עם קהילת האוהדים שיושבים בשער 8 והתברר שהאדם שהשאירו את שמו חסוי בתקשורת היה בחור שאנחנו מכירים, ואיך לא הוא ישב איתנו בשורה, ממש לא רחוק מאיתנו.
באותו הערב קיבלתי שיחה ממשרד הבריאות ובשיחה אמרו לי שעליי להישאר בבית בבידוד למשך שבועיים ולדווח איך אני מרגיש. עברו יומיים והתחלתי להרגיש רע. המצב שלי התדרדר במהירות ולמחרת ביקשתי לנסוע לבית החולים כי הרגשתי שאני לא יכול לנשום ואני עומד לאבד הכרה אז הבת זוג שלי הסיעה אותי לחדר מיון. הייתי מאושפז כשבועיים, מחובר למכונת הנשמה, מרגיש נורא, הכי נורא שאי פעם הרגשתי.
לאחר כמעט שבועיים התחלתי להרגיש טוב יותר, חזרתי קצת לאכול, לחייך ולתקשר עם אנשים. באותו חדר בבית החולים שכב אדם שהיה כנראה במצבי, ויום אחד הוא ניגש אליי. ""שמעתי שאתה לומד מדעי המחשב"" הוא אמר, ""אתה נראה לי בחור נחמד ואני חושב שאנחנו שותפי גורל. אני מנכ""ל של חברת סטארט-אפ קטנה ואני בדיוק מחפש סטונדט, כמובן כשנצא מבית החולים"" צחק. הוא נתן לי את הזדמנות חיי ברגעים הקשים ביותר שלי, התרגשתי מאוד וכמובן שהסכמתי. 
חודש אחרי אותו הרגע כבר עברתי את מבחני הקבלה וראיונות העבודה והתחלתי לעבוד בסטארט-אפ המצליח, עבודה מעניינת מאוד שנתנה לי הרבה כלים וניסיון בעולם למידת המכונה. לא עברה שנה, ולפני כחודש החברה נמכרה בסכום של 555 מיליון דולר לחברת ענק אמריקאית, זה היה אחד הרגעים המאושרים בחוויתי בחיי כי הייתי שותף להצלחה המסחררת הזו. בנוסף קיבלתי בונוס מאוד נאה, נשארתי בחברה עם כל הצוות שעבדתי איתו וממש בימים אלו אני עומד לפני קידום, לתפקיד מקצועי יותר.
אדם זר שעבר חוויה דומה לשלי, חוויה קשה ומתישה, נתן לי הזדמנות פז ואני ניצלתי אותה, ושנינו הרווחנו שזה הדבר המשמח ביותר. 
יש אנשים טובים באמצע הדרך.","m"
"תקופת הקורונה הייתה תקופה קשה לכולנו וגם לי כאשר נאלצתי לצאת לחופשה ללא תשלום מהעבודה שלי.
במשך מספר חודשים נאלצתי לשבת בבית בחוסר מעש ללא צפי חזרה לעבודה וללא מקור פרנסה.
לילה אחד כאשר נכנסתי למכולת השכונתית לקנות קרטון חלב, הציע לי המוכר האהוב לקנות בעודף הנותר משטר ה 50 שח טופס הגרלה להגרלה הקרובה במוצ""ש ולאחר שכנועים רבים מהצד שלו, הסכמתי.
אמרתי לעצמי שזו הזדמנות מצוינת לנסות את מזלי ואולי אף לזכות בפרס הראשון שעמד על 12 מיליון שח, סכום שללא ספק היה מספק אותי לכל שארית חיו. מילאתי מספר פעמים מועט טופס לוטו בחיי אך באותן פעמים ספורות, המספרים היו תמיד בעלי משמעות בשבילי. 2 כמספר האחים במשפחה וגם מספר מזל , 13 גיל בר מצווה ביהדות תמיד יכול לתת מזל , 21 תאריך ההגרלה (22.11.2020) , 22 פעמים מספר מזל, 23 שתי הספרות האחרונות בנייד שלי ו 24 סכום ספרות שנת הלידה שלי (1995). כמספר חזק בחרתי ב 1 לצפי להתחלה חדשה.
המוכר איחל לי הצלחה , הכנסתי את טופס ההגרלה לכיס המכנס והלכתי לדרכי.
האמת, שכחתי לגמרי מאותה הגרלה ולכן לא מיהרתי לבדוק האם עליתי בגורל ואולי זכיתי בכמה עשרות שקלים.
לאחר מספר ימים, כאשר נזכרתי באותה הגרלה, בדקתי את טופס ההגרלה שלי ולא האמנתי למראות עיניי, המספרים הזוכים היו 2 , 13 , 21 , 22, 23 , 25 ו - 1 כמספר חזק. צדקתי ב - 5 מספרים וגם במספר החזק!
אם רק הייתי בוחר ב 25 שבמקרה הוא מספר הבניין בו אני גר, הייתי זוכה במקום הראשון ב 12 מיליון ש""ח אך כך רצה הגורל ונאלצתי להסתפק בפרס השלישי 5401 שח. אין ספק, קרטון החלב הכי רווחי שהייתי יכול לרכוש.","m"
